※データは速報値であり、推計値などが含まれます,,,,,,,,,,,,,,
※データは過去にさかのぼり修正する場合があります,,,,,,,,,,,,,,
※四捨五入の関係で合計が合わないことがあります,,,,,,,,,,,,,,
※例えば、0:00の実績値は、0時00分から1時00分までの1時間平均値を示します,,,,,,,,,,,,,,
,,エリア需要,原子力,火力,水力,地熱,バイオマス,太陽光実績,太陽光抑制量,風力実績,風力抑制量,揚水,連系線,
DATE,TIME,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,
2017/6/14,8:00,3173,0,1691,869,,6,302,0,0,0,0,306,
2017/6/14,9:00,3407,0,1679,1000,,6,380,0,1,0,0,341,
2017/6/14,10:00,3494,0,1700,981,,6,479,0,3,0,0,326,
2017/6/14,11:00,3531,0,1695,968,,6,529,0,3,0,0,330,
2017/6/14,12:00,3288,0,1717,740,,6,523,0,3,0,0,298,
2017/6/14,13:00,3466,0,1749,904,,7,486,0,2,0,0,319,
2017/6/14,14:00,3487,0,1725,994,,7,422,0,1,0,0,339,
2017/6/14,15:00,3482,0,1724,1006,,6,355,0,2,0,0,389,
2017/6/14,16:00,3454,0,1772,1083,,7,223,0,1,0,0,369,
2017/6/14,17:00,3356,0,1795,1086,,7,108,0,1,0,0,360,
2017/6/14,18:00,3275,0,1774,1070,,7,28,0,0,0,0,398,
2017/6/14,19:00,3226,0,1730,1010,,7,1,0,0,0,0,479,
2017/6/14,20:00,3141,0,1652,894,,6,0,0,1,0,0,588,
2017/6/14,21:00,3006,0,1642,836,,7,0,0,5,0,0,516,
2017/6/14,22:00,2912,0,1613,785,,6,0,0,6,0,0,502,
2017/6/14,23:00,2804,0,1588,747,,6,0,0,8,0,0,454,
2017/6/15,0:00,2710,0,1575,666,,6,0,0,8,0,0,455,
2017/6/15,1:00,2775,0,1648,648,,6,0,0,7,0,0,466,
2017/6/15,2:00,2978,0,1735,825,,6,0,0,7,0,0,405,
2017/6/15,3:00,3118,0,1817,986,,6,0,0,9,0,0,300,
2017/6/15,4:00,3088,0,1908,841,,6,2,0,12,0,0,319,
2017/6/15,5:00,2982,0,1708,678,,6,37,0,15,0,0,539,
2017/6/15,6:00,2877,0,1673,629,,6,119,0,10,0,0,440,
2017/6/15,7:00,2913,0,1697,715,,6,233,0,7,0,0,253,
2017/6/15,8:00,3189,0,1682,753,,6,355,0,8,0,0,385,
2017/6/15,9:00,3467,0,1661,868,,6,453,0,7,0,0,472,
2017/6/15,10:00,3579,0,1676,894,,6,530,0,7,0,0,466,
2017/6/15,11:00,3632,0,1695,920,,6,539,0,14,0,0,458,
2017/6/15,12:00,3422,0,1659,810,,7,499,0,15,0,0,433,
2017/6/15,13:00,3656,0,1779,982,,7,416,0,16,0,0,456,
2017/6/15,14:00,3662,0,1888,1000,,7,257,0,18,0,0,492,
2017/6/15,15:00,3610,0,1961,1009,,6,211,0,20,0,0,402,
2017/6/15,16:00,3583,0,1964,1060,,7,175,0,19,0,0,359,
2017/6/15,17:00,3469,0,1961,1028,,7,76,0,27,0,0,371,
2017/6/15,18:00,3371,0,1938,1005,,7,15,0,41,0,0,366,
2017/6/15,19:00,3305,0,1883,979,,7,1,0,37,0,0,398,
2017/6/15,20:00,3200,0,1803,821,,6,0,0,34,0,0,536,
2017/6/15,21:00,3068,0,1727,825,,7,0,0,28,0,0,482,
2017/6/15,22:00,2963,0,1645,931,,6,0,0,11,0,0,370,
2017/6/15,23:00,2865,0,1655,817,,6,0,0,11,0,0,376,
2017/6/16,0:00,2753,0,1593,657,,6,0,0,13,0,0,485,
2017/6/16,1:00,2781,0,1618,658,,6,0,0,17,0,0,482,
2017/6/16,2:00,2973,0,1694,769,,6,0,0,21,0,0,483,
2017/6/16,3:00,3116,0,1671,979,,6,0,0,25,0,0,434,
2017/6/16,4:00,3079,0,1661,936,,6,1,0,26,0,0,449,
2017/6/16,5:00,2906,0,1611,759,,6,20,0,24,0,0,487,
2017/6/16,6:00,2871,0,1620,639,,6,56,0,21,0,0,528,
2017/6/16,7:00,2952,0,1679,682,,6,126,0,19,0,0,440,
2017/6/16,8:00,3201,0,1688,841,,6,234,0,18,0,0,415,
2017/6/16,9:00,3469,0,1736,1001,,6,289,0,12,0,0,425,
2017/6/16,10:00,3526,0,1778,965,,6,355,0,10,0,0,412,
2017/6/16,11:00,3557,0,1774,947,,6,399,0,10,0,0,421,
2017/6/16,12:00,3308,0,1697,685,,7,410,0,9,0,0,500,
2017/6/16,13:00,3533,0,1735,949,,7,406,0,9,0,0,427,
2017/6/16,14:00,3581,0,1737,1016,,7,391,0,10,0,0,420,
2017/6/16,15:00,3519,0,1746,1101,,6,251,0,10,0,0,405,
2017/6/16,16:00,3482,0,1751,1158,,7,167,0,8,0,0,393,
2017/6/16,17:00,3347,0,1747,1139,,7,60,0,4,0,0,390,
2017/6/16,18:00,3281,0,1747,955,,7,15,0,4,0,0,554,
2017/6/16,19:00,3215,0,1739,922,,7,1,0,6,0,0,541,
2017/6/16,20:00,3129,0,1712,713,,6,0,0,4,0,0,695,
2017/6/16,21:00,2998,0,1666,660,,7,0,0,4,0,0,661,
2017/6/16,22:00,2887,0,1656,745,,6,0,0,4,0,0,476,
2017/6/16,23:00,2782,0,1655,736,,6,0,0,2,0,0,382,
2017/6/17,0:00,2653,0,1595,699,,6,0,0,1,0,0,352,
2017/6/17,1:00,2691,0,1577,772,,6,0,0,0,0,0,335,
2017/6/17,2:00,2867,0,1493,1009,,6,0,0,0,0,0,359,
2017/6/17,3:00,2993,0,1447,1206,,6,0,0,0,0,0,334,
2017/6/17,4:00,2940,0,1432,1151,,6,2,0,0,0,0,349,
2017/6/17,5:00,2755,0,1429,1018,,6,26,0,0,0,0,275,
2017/6/17,6:00,2594,0,1431,699,,6,86,0,0,0,0,373,
2017/6/17,7:00,2622,0,1432,656,,6,174,0,0,0,0,353,
2017/6/17,8:00,2778,0,1442,843,,6,242,0,0,0,0,244,
2017/6/17,9:00,2886,0,1512,866,,6,268,0,3,0,0,232,
2017/6/17,10:00,2901,0,1535,774,,6,355,0,7,0,0,223,
2017/6/17,11:00,2955,0,1505,762,,6,448,0,10,0,0,224,
2017/6/17,12:00,2908,0,1471,691,,6,522,0,11,0,0,207,
2017/6/17,13:00,2956,0,1506,766,,6,488,0,10,0,0,180,
2017/6/17,14:00,2945,0,1548,775,,6,439,0,5,0,0,172,
2017/6/17,15:00,2913,0,1594,750,,6,355,0,5,0,0,202,
2017/6/17,16:00,2901,0,1606,863,,6,230,0,4,0,0,192,
2017/6/17,17:00,2871,0,1606,957,,6,114,0,5,0,0,183,
2017/6/17,18:00,2855,0,1598,1039,,6,30,0,6,0,0,175,
2017/6/17,19:00,2867,0,1582,1090,,6,1,0,14,0,0,173,
2017/6/17,20:00,2828,0,1526,1101,,6,0,0,11,0,0,184,
2017/6/17,21:00,2682,0,1529,909,,6,0,0,7,0,0,231,
2017/6/17,22:00,2570,0,1514,781,,6,0,0,16,0,0,254,
2017/6/17,23:00,2461,0,1487,702,,6,0,0,18,0,0,249,
2017/6/18,0:00,2343,0,1492,742,,6,0,0,15,0,0,89,
2017/6/18,1:00,2388,0,1507,790,,6,0,0,14,0,0,70,
2017/6/18,2:00,2590,0,1499,954,,6,0,0,18,0,0,112,
2017/6/18,3:00,2748,0,1506,1131,,6,0,0,21,0,0,83,
2017/6/18,4:00,2695,0,1498,1103,,6,1,0,21,0,0,66,
2017/6/18,5:00,2506,0,1421,972,,6,15,0,21,0,0,71,
2017/6/18,6:00,2317,0,1273,806,,6,44,0,15,0,0,173,
2017/6/18,7:00,2285,0,1263,848,,6,90,0,7,0,0,70,
2017/6/18,8:00,2377,0,1350,917,,6,136,0,3,0,0,-35,
2017/6/18,9:00,2468,0,1517,796,,6,201,0,2,0,0,-53,
2017/6/18,10:00,2528,0,1577,750,,6,239,0,0,0,0,-44,
2017/6/18,11:00,2561,0,1588,768,,6,242,0,0,0,0,-42,
2017/6/18,12:00,2596,0,1651,726,,6,260,0,0,0,0,-49,
2017/6/18,13:00,2595,0,1643,630,,6,313,0,0,0,0,2,
2017/6/18,14:00,2587,0,1608,637,,6,307,0,1,0,0,27,
2017/6/18,15:00,2569,0,1586,688,,6,230,0,0,0,0,59,
2017/6/18,16:00,2606,0,1677,731,,6,138,0,1,0,0,52,
2017/6/18,17:00,2675,0,1756,899,,6,73,0,3,0,0,-62,
2017/6/18,18:00,2725,0,1802,978,,6,24,0,5,0,0,-89,
2017/6/18,19:00,2762,0,1746,1067,,6,1,0,4,0,0,-62,
2017/6/18,20:00,2697,0,1665,1057,,6,0,0,4,0,0,-34,
2017/6/18,21:00,2584,0,1598,926,,6,0,0,1,0,0,54,
2017/6/18,22:00,2473,0,1550,767,,6,0,0,0,0,0,149,
2017/6/18,23:00,2380,0,1517,654,,6,0,0,1,0,0,202,
2017/6/19,0:00,2285,0,1502,643,,6,0,0,0,0,0,133,
2017/6/19,1:00,2321,0,1472,657,,6,0,0,1,0,0,186,
2017/6/19,2:00,2542,0,1517,810,,6,0,0,1,0,0,208,
2017/6/19,3:00,2701,0,1575,1031,,6,0,0,1,0,0,88,
2017/6/19,4:00,2691,0,1565,945,,6,2,0,1,0,0,172,
2017/6/19,5:00,2602,0,1635,843,,6,25,0,1,0,0,93,
2017/6/19,6:00,2568,0,1683,693,,6,99,0,0,0,0,87,
2017/6/19,7:00,2678,0,1716,724,,6,210,0,0,0,0,21,
2017/6/19,8:00,3104,0,1876,659,,6,339,0,0,0,0,224,
2017/6/19,9:00,3443,0,1992,711,,6,447,0,0,0,0,286,
2017/6/19,10:00,3574,0,1967,794,,6,520,0,0,0,0,287,
2017/6/19,11:00,3647,0,1887,895,,6,557,0,2,0,0,300,
2017/6/19,12:00,3450,0,1795,720,,6,554,0,3,0,0,371,
2017/6/19,13:00,3668,0,1845,816,,6,522,0,3,0,0,476,
2017/6/19,14:00,3710,0,1838,888,,6,447,0,2,0,0,530,
2017/6/19,15:00,3687,0,1914,949,,6,342,0,1,0,0,475,
2017/6/19,16:00,3658,0,1984,1172,,6,221,0,1,0,0,274,
2017/6/19,17:00,3526,0,2039,1086,,6,108,0,1,0,0,287,
2017/6/19,18:00,3409,0,2021,1073,,6,27,0,0,0,0,281,
2017/6/19,19:00,3314,0,1992,1018,,6,1,0,1,0,0,296,
2017/6/19,20:00,3203,0,1894,1005,,6,0,0,1,0,0,297,
2017/6/19,21:00,3057,0,1897,818,,6,0,0,5,0,0,331,
2017/6/19,22:00,2943,0,1869,830,,6,0,0,6,0,0,231,
2017/6/19,23:00,2812,0,1775,807,,6,0,0,6,0,0,218,
2017/6/20,0:00,2712,0,1714,687,,6,0,0,6,0,0,300,
2017/6/20,1:00,2741,0,1655,645,,6,0,0,5,0,0,429,
2017/6/20,2:00,2922,0,1704,756,,6,0,0,3,0,0,453,
2017/6/20,3:00,3064,0,1748,935,,6,0,0,1,0,0,374,
2017/6/20,4:00,3009,0,1761,839,,6,3,0,1,0,0,399,
2017/6/20,5:00,2881,0,1725,694,,6,35,0,1,0,0,421,
2017/6/20,6:00,2803,0,1669,631,,6,103,0,1,0,0,394,
2017/6/20,7:00,2901,0,1688,694,,7,214,0,0,0,0,299,
2017/6/20,8:00,3260,0,1869,769,,6,335,0,0,0,0,281,
2017/6/20,9:00,3595,0,1993,808,,6,444,0,0,0,0,343,
2017/6/20,10:00,3734,0,2007,850,,6,509,0,0,0,0,362,
2017/6/20,11:00,3827,0,1990,939,,6,536,0,0,0,0,355,
2017/6/20,12:00,3607,0,1938,744,,7,502,0,0,0,0,417,
2017/6/20,13:00,3846,0,2005,1033,,7,474,0,0,0,0,327,
2017/6/20,14:00,3912,0,2073,1130,,7,407,0,0,0,0,295,
2017/6/20,15:00,3862,0,2090,1201,,7,262,0,0,0,0,303,
2017/6/20,16:00,3817,0,2135,1287,,7,153,0,0,0,0,236,
2017/6/20,17:00,3610,0,2194,1101,,7,74,0,1,0,0,234,
2017/6/20,18:00,3529,0,2169,1018,,7,18,0,2,0,0,315,
2017/6/20,19:00,3458,0,2121,1004,,7,1,0,8,0,0,318,
2017/6/20,20:00,3332,0,2018,856,,7,0,0,15,0,0,436,
2017/6/20,21:00,3161,0,1946,715,,7,0,0,20,0,0,473,
2017/6/20,22:00,3059,0,1823,738,,6,0,0,19,0,0,472,
2017/6/20,23:00,2943,0,1784,721,,6,0,0,21,0,0,411,
2017/6/21,0:00,2828,0,1681,737,,6,0,0,18,0,0,386,
2017/6/21,1:00,2822,0,1641,694,,6,0,0,15,0,0,465,
2017/6/21,2:00,2987,0,1659,792,,6,0,0,16,0,0,513,
2017/6/21,3:00,3111,0,1715,803,,6,0,0,41,0,0,545,
2017/6/21,4:00,3067,0,1681,819,,6,0,0,46,0,0,515,
2017/6/21,5:00,2914,0,1635,794,,6,2,0,33,0,0,443,
2017/6/21,6:00,2907,0,1657,819,,6,8,0,17,0,0,400,
2017/6/21,7:00,3035,0,1839,802,,6,23,0,32,0,0,333,
2017/6/21,8:00,3326,0,2032,888,,6,48,0,26,0,0,325,
2017/6/21,9:00,3565,0,2130,1092,,6,78,0,17,0,0,242,
2017/6/21,10:00,3590,0,2110,1085,,6,123,0,16,0,0,250,
2017/6/21,11:00,3641,0,2034,1170,,6,226,0,8,0,0,196,
2017/6/21,12:00,3425,0,2031,913,,7,187,0,8,0,0,279,
2017/6/21,13:00,3651,0,2114,1072,,7,180,0,6,0,0,272,
2017/6/21,14:00,3701,0,2145,1147,,7,107,0,14,0,0,282,
2017/6/21,15:00,3656,0,2180,1125,,6,42,0,12,0,0,291,
2017/6/21,16:00,3636,0,2177,1117,,7,29,0,18,0,0,289,
2017/6/21,17:00,3502,0,2169,973,,7,20,0,29,0,0,305,
2017/6/21,18:00,3416,0,1986,858,,7,11,0,31,0,0,523,
2017/6/21,19:00,3318,0,1857,820,,7,1,0,48,0,0,586,
2017/6/21,20:00,3162,0,1746,767,,6,0,0,24,0,0,619,
2017/6/21,21:00,3022,0,1677,783,,7,0,0,26,0,0,529,
2017/6/21,22:00,2959,0,1626,814,,6,0,0,26,0,0,486,
2017/6/21,23:00,2850,0,1656,808,,6,0,0,28,0,0,353,
2017/6/22,0:00,2739,0,1587,732,,6,0,0,27,0,0,387,
2017/6/22,1:00,2785,0,1552,704,,6,0,0,29,0,0,495,
2017/6/22,2:00,2974,0,1611,761,,6,0,0,22,0,0,574,
2017/6/22,3:00,3130,0,1704,829,,6,0,0,17,0,0,574,
2017/6/22,4:00,3076,0,1821,787,,6,2,0,16,0,0,444,
2017/6/22,5:00,2907,0,1805,732,,6,23,0,12,0,0,330,
2017/6/22,6:00,2857,0,1929,639,,6,68,0,2,0,0,212,
2017/6/22,7:00,2932,0,1981,684,,6,149,0,1,0,0,111,
2017/6/22,8:00,3246,0,2007,725,,6,254,0,1,0,0,253,
2017/6/22,9:00,3535,0,2062,865,,6,368,0,1,0,0,234,
2017/6/22,10:00,3649,0,1996,895,,6,450,0,1,0,0,302,
2017/6/22,11:00,3710,0,1974,907,,6,506,0,0,0,0,317,
2017/6/22,12:00,3500,0,1938,701,,7,446,0,0,0,0,408,
2017/6/22,13:00,3725,0,2058,976,,7,384,0,1,0,0,300,
2017/6/22,14:00,3769,0,2096,1019,,7,367,0,0,0,0,281,
2017/6/22,15:00,3724,0,2037,1032,,7,324,0,1,0,0,323,
2017/6/22,16:00,3693,0,1987,1226,,6,185,0,1,0,0,288,
2017/6/22,17:00,3521,0,1979,1033,,7,100,0,1,0,0,402,
2017/6/22,18:00,3409,0,1938,1042,,7,31,0,0,0,0,391,
2017/6/22,19:00,3339,0,1896,1014,,7,1,0,1,0,0,420,
2017/6/22,20:00,3254,0,1824,840,,6,0,0,1,0,0,582,
2017/6/22,21:00,3089,0,1813,765,,7,0,0,1,0,0,503,
2017/6/22,22:00,2972,0,1816,698,,6,0,0,3,0,0,449,
2017/6/22,23:00,2879,0,1825,666,,6,0,0,3,0,0,380,
2017/6/23,0:00,2738,0,1672,614,,6,0,0,3,0,0,443,
2017/6/23,1:00,2763,0,1603,616,,6,0,0,4,0,0,533,
2017/6/23,2:00,2931,0,1607,661,,6,0,0,3,0,0,653,
2017/6/23,3:00,3072,0,1636,830,,6,0,0,2,0,0,598,
2017/6/23,4:00,3009,0,1615,887,,6,2,0,2,0,0,498,
2017/6/23,5:00,2869,0,1591,801,,6,28,0,1,0,0,442,
2017/6/23,6:00,2825,0,1585,681,,6,91,0,0,0,0,461,
2017/6/23,7:00,2912,0,1616,677,,6,189,0,0,0,0,424,
2017/6/23,8:00,3247,0,1739,787,,6,313,0,0,0,0,403,
2017/6/23,9:00,3606,0,1805,896,,6,424,0,0,0,0,474,
2017/6/23,10:00,3715,0,1802,920,,6,494,0,0,0,0,493,
2017/6/23,11:00,3806,0,1859,989,,6,539,0,1,0,0,412,
2017/6/23,12:00,3602,0,1881,831,,6,527,0,1,0,0,356,
2017/6/23,13:00,3840,0,1947,938,,6,489,0,2,0,0,458,
2017/6/23,14:00,3891,0,2060,995,,9,400,0,4,0,0,423,
2017/6/23,15:00,3811,0,2058,1089,,26,299,0,4,0,0,335,
2017/6/23,16:00,3754,0,2120,1138,,7,206,0,1,0,0,283,
2017/6/23,17:00,3579,0,2074,1090,,7,104,0,1,0,0,305,
2017/6/23,18:00,3443,0,1955,1004,,7,28,0,1,0,0,449,
2017/6/23,19:00,3329,0,1816,970,,7,1,0,0,0,0,535,
2017/6/23,20:00,3220,0,1655,783,,6,0,0,1,0,0,775,
2017/6/23,21:00,3085,0,1580,688,,7,0,0,1,0,0,810,
2017/6/23,22:00,2966,0,1533,748,,6,0,0,4,0,0,676,
2017/6/23,23:00,2856,0,1476,869,,6,0,0,4,0,0,501,
2017/6/24,0:00,2738,0,1410,690,,6,0,0,5,0,0,627,
2017/6/24,1:00,2718,0,1413,678,,6,0,0,5,0,0,617,
2017/6/24,2:00,2849,0,1389,773,,6,0,0,5,0,0,675,
2017/6/24,3:00,2997,0,1431,940,,6,0,0,4,0,0,615,
2017/6/24,4:00,2940,0,1447,888,,6,3,0,1,0,0,596,
2017/6/24,5:00,2731,0,1385,793,,6,35,0,1,0,0,511,
2017/6/24,6:00,2614,0,1325,657,,6,85,0,0,0,0,541,
2017/6/24,7:00,2655,0,1349,623,,6,154,0,0,0,0,522,
2017/6/24,8:00,2831,0,1375,770,,6,265,0,0,0,0,415,
2017/6/24,9:00,3043,0,1408,857,,6,396,0,0,0,0,377,
2017/6/24,10:00,3173,0,1422,820,,6,505,0,1,0,0,419,
2017/6/24,11:00,3224,0,1416,896,,6,528,0,4,0,0,374,
2017/6/24,12:00,3157,0,1447,853,,6,500,0,2,0,0,349,
2017/6/24,13:00,3202,0,1471,827,,6,433,0,2,0,0,462,
2017/6/24,14:00,3191,0,1580,890,,6,268,0,1,0,0,446,
2017/6/24,15:00,3125,0,1626,1004,,6,192,0,1,0,0,296,
2017/6/24,16:00,3093,0,1630,1030,,6,124,0,2,0,0,301,
2017/6/24,17:00,3054,0,1586,1015,,6,62,0,4,0,0,380,
2017/6/24,18:00,3044,0,1598,1091,,6,21,0,7,0,0,321,
2017/6/24,19:00,3019,0,1570,1123,,6,1,0,10,0,0,310,
2017/6/24,20:00,2927,0,1511,1035,,6,0,0,14,0,0,361,
2017/6/24,21:00,2787,0,1403,815,,6,0,0,18,0,0,545,
2017/6/24,22:00,2678,0,1362,755,,6,0,0,21,0,0,534,
2017/6/24,23:00,2566,0,1349,698,,6,0,0,22,0,0,491,
2017/6/25,0:00,2453,0,1302,633,,6,0,0,19,0,0,493,
2017/6/25,1:00,2441,0,1287,611,,6,0,0,24,0,0,513,
2017/6/25,2:00,2607,0,1286,791,,6,0,0,11,0,0,512,
2017/6/25,3:00,2756,0,1296,927,,6,0,0,10,0,0,517,
2017/6/25,4:00,2713,0,1290,917,,6,0,0,7,0,0,493,
2017/6/25,5:00,2528,0,1224,797,,6,7,0,5,0,0,490,
2017/6/25,6:00,2411,0,1087,740,,6,23,0,4,0,0,551,
2017/6/25,7:00,2439,0,1023,820,,6,38,0,2,0,0,549,
2017/6/25,8:00,2528,0,1104,863,,6,52,0,1,0,0,503,
2017/6/25,9:00,2652,0,1295,817,,6,64,0,1,0,0,468,
2017/6/25,10:00,2700,0,1301,862,,6,70,0,2,0,0,460,
2017/6/25,11:00,2708,0,1318,848,,6,88,0,1,0,0,447,
2017/6/25,12:00,2718,0,1322,889,,6,79,0,1,0,0,420,
2017/6/25,13:00,2703,0,1322,882,,6,54,0,5,0,0,433,
2017/6/25,14:00,2677,0,1316,826,,6,48,0,8,0,0,473,
2017/6/25,15:00,2669,0,1319,856,,6,37,0,6,0,0,445,
2017/6/25,16:00,2693,0,1333,902,,6,20,0,8,0,0,423,
2017/6/25,17:00,2733,0,1338,961,,6,16,0,8,0,0,403,
2017/6/25,18:00,2792,0,1327,1049,,6,5,0,11,0,0,394,
2017/6/25,19:00,2773,0,1292,1081,,6,1,0,8,0,0,386,
2017/6/25,20:00,2703,0,1236,1033,,6,0,0,5,0,0,422,
2017/6/25,21:00,2593,0,1240,836,,6,0,0,4,0,0,506,
2017/6/25,22:00,2495,0,1228,711,,6,0,0,12,0,0,538,
2017/6/25,23:00,2403,0,1189,704,,6,0,0,11,0,0,493,
2017/6/26,0:00,2290,0,1209,714,,6,0,0,4,0,0,357,
2017/6/26,1:00,2356,0,1288,690,,6,0,0,3,0,0,369,
2017/6/26,2:00,2545,0,1311,730,,6,0,0,2,0,0,495,
2017/6/26,3:00,2736,0,1336,960,,6,0,0,4,0,0,431,
2017/6/26,4:00,2726,0,1440,927,,6,2,0,4,0,0,348,
2017/6/26,5:00,2632,0,1448,718,,6,29,0,1,0,0,429,
2017/6/26,6:00,2603,0,1446,660,,6,99,0,1,0,0,392,
2017/6/26,7:00,2719,0,1475,657,,6,179,0,1,0,0,401,
2017/6/26,8:00,3116,0,1598,699,,6,265,0,1,0,0,546,
2017/6/26,9:00,3405,0,1677,816,,6,348,0,3,0,0,555,
2017/6/26,10:00,3535,0,1643,895,,6,414,0,3,0,0,573,
2017/6/26,11:00,3575,0,1597,1028,,6,452,0,3,0,0,489,
2017/6/26,12:00,3385,0,1558,832,,6,470,0,6,0,0,513,
2017/6/26,13:00,3610,0,1735,945,,6,466,0,9,0,0,450,
2017/6/26,14:00,3643,0,1896,1040,,6,416,0,9,0,0,275,
2017/6/26,15:00,3617,0,1914,1148,,6,293,0,9,0,0,247,
2017/6/26,16:00,3553,0,1981,1097,,6,134,0,8,0,0,327,
2017/6/26,17:00,3392,0,1967,947,,6,58,0,6,0,0,408,
2017/6/26,18:00,3348,0,1861,969,,6,12,0,5,0,0,494,
2017/6/26,19:00,3255,0,1794,890,,6,1,0,5,0,0,559,
2017/6/26,20:00,3150,0,1703,793,,6,0,0,7,0,0,641,
2017/6/26,21:00,3028,0,1682,705,,6,0,0,8,0,0,626,
2017/6/26,22:00,2923,0,1616,693,,6,0,0,13,0,0,596,
2017/6/26,23:00,2864,0,1588,676,,6,0,0,15,0,0,579,
2017/6/27,0:00,2698,0,1459,628,,6,0,0,14,0,0,590,
2017/6/27,1:00,2713,0,1484,627,,6,0,0,16,0,0,581,
2017/6/27,2:00,2883,0,1516,743,,6,0,0,15,0,0,603,
2017/6/27,3:00,3049,0,1557,863,,6,0,0,11,0,0,611,
2017/6/27,4:00,3000,0,1555,818,,6,1,0,9,0,0,611,
2017/6/27,5:00,2854,0,1516,710,,6,19,0,7,0,0,596,
2017/6/27,6:00,2813,0,1490,632,,6,70,0,4,0,0,611,
2017/6/27,7:00,2940,0,1531,671,,6,124,0,2,0,0,605,
2017/6/27,8:00,3281,0,1733,827,,6,215,0,3,0,0,497,
2017/6/27,9:00,3588,0,1820,948,,6,348,0,2,0,0,464,
2017/6/27,10:00,3703,0,1925,979,,6,409,0,0,0,0,383,
2017/6/27,11:00,3739,0,1937,1016,,6,462,0,0,0,0,317,
2017/6/27,12:00,3516,0,1889,820,,6,426,0,0,0,0,376,
2017/6/27,13:00,3776,0,1993,987,,6,444,0,0,0,0,345,
2017/6/27,14:00,3816,0,2048,1115,,6,384,0,0,0,0,264,
2017/6/27,15:00,3763,0,2040,1191,,6,270,0,0,0,0,256,
2017/6/27,16:00,3709,0,2032,1219,,6,135,0,1,0,0,316,
2017/6/27,17:00,3548,0,1960,1054,,6,46,0,4,0,0,478,
2017/6/27,18:00,3456,0,1861,1034,,6,14,0,5,0,0,535,
2017/6/27,19:00,3380,0,1808,1002,,6,1,0,6,0,0,556,
2017/6/27,20:00,3240,0,1680,839,,6,0,0,6,0,0,710,
2017/6/27,21:00,3093,0,1669,651,,6,0,0,6,0,0,761,
2017/6/27,22:00,2972,0,1676,694,,6,0,0,6,0,0,590,
2017/6/27,23:00,2839,0,1632,631,,6,0,0,9,0,0,561,
2017/6/28,0:00,2693,0,1473,618,,6,0,0,6,0,0,590,
2017/6/28,1:00,2722,0,1467,634,,6,0,0,6,0,0,609,
2017/6/28,2:00,2897,0,1527,740,,6,0,0,7,0,0,617,
2017/6/28,3:00,3052,0,1496,933,,6,0,0,8,0,0,608,
2017/6/28,4:00,3010,0,1499,883,,6,2,0,7,0,0,613,
2017/6/28,5:00,2869,0,1490,751,,6,15,0,6,0,0,601,
2017/6/28,6:00,2843,0,1480,685,,6,48,0,3,0,0,620,
2017/6/28,7:00,2974,0,1532,729,,6,81,0,1,0,0,625,
2017/6/28,8:00,3356,0,1650,832,,6,94,0,0,0,0,774,
2017/6/28,9:00,3628,0,1745,962,,6,161,0,0,0,0,754,
2017/6/28,10:00,3708,0,1710,965,,6,319,0,0,0,0,708,
2017/6/28,11:00,3780,0,1595,1060,,6,445,0,0,0,0,674,
2017/6/28,12:00,3643,0,1629,770,,7,500,0,0,0,0,737,
2017/6/28,13:00,3890,0,1776,977,,7,465,0,1,0,0,663,
2017/6/28,14:00,3935,0,1885,978,,7,423,0,2,0,0,641,
2017/6/28,15:00,3887,0,1876,1035,,6,323,0,1,0,0,647,
2017/6/28,16:00,3868,0,1929,1092,,7,205,0,0,0,0,635,
2017/6/28,17:00,3669,0,1880,941,,7,99,0,0,0,0,743,
2017/6/28,18:00,3545,0,1829,948,,7,24,0,1,0,0,737,
2017/6/28,19:00,3454,0,1807,920,,7,1,0,3,0,0,716,
2017/6/28,20:00,3336,0,1790,663,,6,0,0,5,0,0,872,
2017/6/28,21:00,3164,0,1780,653,,7,0,0,5,0,0,719,
2017/6/28,22:00,3029,0,1707,732,,6,0,0,4,0,0,580,
2017/6/28,23:00,2918,0,1680,690,,6,0,0,3,0,0,538,
2017/6/29,0:00,2785,0,1687,627,,6,0,0,3,0,0,463,
2017/6/29,1:00,2780,0,1651,629,,6,0,0,1,0,0,493,
2017/6/29,2:00,2960,0,1678,711,,6,0,0,2,0,0,562,
2017/6/29,3:00,3103,0,1659,846,,6,0,0,4,0,0,588,
2017/6/29,4:00,3062,0,1621,840,,6,1,0,2,0,0,591,
2017/6/29,5:00,2919,0,1657,656,,6,16,0,0,0,0,585,
2017/6/29,6:00,2905,0,1738,597,,6,68,0,0,0,0,495,
2017/6/29,7:00,3047,0,1868,630,,6,171,0,0,0,0,372,
2017/6/29,8:00,3441,0,1971,823,,6,247,0,0,0,0,393,
2017/6/29,9:00,3789,0,2175,1003,,6,338,0,0,0,0,267,
2017/6/29,10:00,3969,0,2342,968,,6,459,0,0,0,0,194,
2017/6/29,11:00,4068,0,2382,938,,6,474,0,1,0,0,267,
2017/6/29,12:00,3840,0,2247,769,,7,437,0,0,0,0,381,
2017/6/29,13:00,4081,0,2447,1028,,7,387,0,0,0,0,213,
2017/6/29,14:00,4085,0,2454,1118,,7,294,0,0,0,0,213,
2017/6/29,15:00,4028,0,2469,1180,,6,154,0,0,0,0,219,
