※データは速報値であり、推計値などが含まれます,,,,,,,,,,,,,,
※データは過去にさかのぼり修正する場合があります,,,,,,,,,,,,,,
※四捨五入の関係で合計が合わないことがあります,,,,,,,,,,,,,,
※例えば、0:00の実績値は、0時00分から1時00分までの1時間平均値を示します,,,,,,,,,,,,,,
,,エリア需要,原子力,火力,水力,地熱,バイオマス,太陽光実績,太陽光抑制量,風力実績,風力抑制量,揚水,連系線,
DATE,TIME,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,
2017/4/1,0:00,3290,0,2369,669,,10,0,0,43,0,0,199,
2017/4/1,1:00,3394,0,2349,717,,10,0,0,45,0,0,274,
2017/4/1,2:00,3595,0,2385,869,,10,0,0,44,0,0,288,
2017/4/1,3:00,3703,0,2352,1000,,10,0,0,44,0,0,298,
2017/4/1,4:00,3669,0,2355,922,,10,0,0,38,0,0,344,
2017/4/1,5:00,3531,0,2353,807,,10,1,0,38,0,0,323,
2017/4/1,6:00,3342,0,2343,574,,10,23,0,38,0,0,355,
2017/4/1,7:00,3184,0,2260,562,,10,74,0,38,0,0,241,
2017/4/1,8:00,3292,0,2335,563,,10,145,0,44,0,0,196,
2017/4/1,9:00,3369,0,2365,567,,10,210,0,41,0,0,177,
2017/4/1,10:00,3377,0,2429,503,,10,242,0,36,0,0,158,
2017/4/1,11:00,3348,0,2300,460,,10,312,0,34,0,0,233,
2017/4/1,12:00,3185,0,2018,396,,10,363,0,34,0,0,365,
2017/4/1,13:00,3161,0,1920,394,,10,332,0,33,0,0,472,
2017/4/1,14:00,3093,0,1959,437,,10,285,0,38,0,0,365,
2017/4/1,15:00,3048,0,1931,453,,10,242,0,36,0,0,376,
2017/4/1,16:00,3093,0,2089,481,,10,145,0,34,0,0,335,
2017/4/1,17:00,3180,0,2179,575,,10,44,0,26,0,0,346,
2017/4/1,18:00,3349,0,2196,631,,10,1,0,17,0,0,494,
2017/4/1,19:00,3364,0,2208,535,,10,0,0,17,0,0,595,
2017/4/1,20:00,3270,0,2178,518,,10,0,0,21,0,0,544,
2017/4/1,21:00,3163,0,2192,545,,10,0,0,19,0,0,398,
2017/4/1,22:00,3139,0,2133,570,,10,0,0,16,0,0,410,
2017/4/1,23:00,3167,0,2124,560,,10,0,0,15,0,0,457,
2017/4/2,0:00,3127,0,2220,534,,10,0,0,14,0,0,350,
2017/4/2,1:00,3277,0,2181,497,,10,0,0,13,0,0,576,
2017/4/2,2:00,3473,0,2251,598,,10,0,0,13,0,0,602,
2017/4/2,3:00,3550,0,2272,733,,10,0,0,14,0,0,521,
2017/4/2,4:00,3502,0,2326,848,,10,0,0,14,0,0,304,
2017/4/2,5:00,3317,0,2196,892,,10,2,0,15,0,0,202,
2017/4/2,6:00,3121,0,2017,618,,10,47,0,13,0,0,417,
2017/4/2,7:00,2861,0,1781,448,,10,160,0,7,0,0,456,
2017/4/2,8:00,2736,0,1641,486,,10,290,0,14,0,0,296,
2017/4/2,9:00,2771,0,1548,415,,10,405,0,15,0,0,377,
2017/4/2,10:00,2734,0,1484,461,,10,488,0,15,0,0,276,
2017/4/2,11:00,2705,0,1441,503,,10,513,0,21,0,0,218,
2017/4/2,12:00,2679,0,1555,402,,10,513,0,22,0,0,178,
2017/4/2,13:00,2637,0,1514,414,,10,479,0,24,0,0,196,
2017/4/2,14:00,2613,0,1436,448,,10,406,0,23,0,0,291,
2017/4/2,15:00,2597,0,1557,457,,10,293,0,19,0,0,261,
2017/4/2,16:00,2674,0,1686,447,,10,166,0,18,0,0,347,
2017/4/2,17:00,2911,0,1986,553,,10,48,0,12,0,0,302,
2017/4/2,18:00,3121,0,2276,721,,10,1,0,7,0,0,106,
2017/4/2,19:00,3174,0,2383,762,,10,0,0,3,0,0,17,
2017/4/2,20:00,3131,0,2411,759,,9,0,0,0,0,0,-49,
2017/4/2,21:00,3027,0,2294,512,,10,0,0,0,0,0,211,
2017/4/2,22:00,3029,0,2170,480,,10,0,0,0,0,0,370,
2017/4/2,23:00,3075,0,2150,463,,10,0,0,0,0,0,452,
2017/4/3,0:00,3071,0,1996,439,,10,0,0,0,0,0,627,
2017/4/3,1:00,3224,0,2051,519,,10,0,0,3,0,0,642,
2017/4/3,2:00,3430,0,2240,535,,10,0,0,11,0,0,635,
2017/4/3,3:00,3534,0,2364,509,,10,0,0,18,0,0,633,
2017/4/3,4:00,3544,0,2370,590,,10,0,0,24,0,0,550,
2017/4/3,5:00,3481,0,2343,744,,10,2,0,24,0,0,359,
2017/4/3,6:00,3490,0,2392,652,,10,46,0,30,0,0,360,
2017/4/3,7:00,3416,0,2304,525,,10,154,0,32,0,0,391,
2017/4/3,8:00,3553,0,2142,521,,10,276,0,55,0,0,549,
2017/4/3,9:00,3681,0,2047,508,,10,334,0,75,0,0,707,
2017/4/3,10:00,3736,0,1971,546,,9,249,0,81,0,0,880,
2017/4/3,11:00,3792,0,2012,661,,10,223,0,93,0,0,794,
2017/4/3,12:00,3565,0,1972,441,,10,209,0,81,0,0,853,
2017/4/3,13:00,3723,0,2116,640,,10,112,0,80,0,0,766,
2017/4/3,14:00,3778,0,2116,537,,10,169,0,79,0,0,867,
2017/4/3,15:00,3709,0,2125,486,,10,154,0,94,0,0,840,
2017/4/3,16:00,3716,0,2179,685,,10,90,0,93,0,0,660,
2017/4/3,17:00,3691,0,2190,734,,10,31,0,72,0,0,655,
2017/4/3,18:00,3762,0,2258,791,,10,1,0,64,0,0,638,
2017/4/3,19:00,3678,0,2256,677,,10,0,0,73,0,0,662,
2017/4/3,20:00,3571,0,2227,596,,10,0,0,83,0,0,655,
2017/4/3,21:00,3431,0,2206,500,,10,0,0,74,0,0,642,
2017/4/3,22:00,3390,0,2189,559,,9,0,0,59,0,0,573,
2017/4/3,23:00,3339,0,2180,573,,10,0,0,33,0,0,543,
2017/4/4,0:00,3271,0,2127,448,,10,0,0,16,0,0,671,
2017/4/4,1:00,3389,0,2242,456,,10,0,0,9,0,0,672,
2017/4/4,2:00,3629,0,2379,599,,10,0,0,4,0,0,637,
2017/4/4,3:00,3737,0,2387,678,,10,0,0,1,0,0,661,
2017/4/4,4:00,3768,0,2406,788,,10,0,0,0,0,0,564,
2017/4/4,5:00,3693,0,2409,769,,10,3,0,0,0,0,503,
2017/4/4,6:00,3617,0,2338,698,,10,42,0,0,0,0,528,
2017/4/4,7:00,3492,0,2195,493,,9,138,0,0,0,0,656,
2017/4/4,8:00,3578,0,2081,525,,10,244,0,0,0,0,718,
2017/4/4,9:00,3679,0,1978,528,,10,348,0,1,0,0,815,
2017/4/4,10:00,3660,0,1810,450,,9,454,0,1,0,0,936,
2017/4/4,11:00,3624,0,1619,597,,10,509,0,2,0,0,888,
2017/4/4,12:00,3365,0,1483,495,,10,510,0,4,0,-46,909,
2017/4/4,13:00,3535,0,1590,511,,10,474,0,4,0,0,945,
2017/4/4,14:00,3512,0,1591,471,,10,383,0,2,0,0,1055,
2017/4/4,15:00,3448,0,1767,540,,10,285,0,1,0,0,847,
2017/4/4,16:00,3439,0,2092,656,,10,140,0,0,0,0,542,
2017/4/4,17:00,3433,0,2274,753,,10,41,0,0,0,0,355,
2017/4/4,18:00,3571,0,2307,882,,10,1,0,4,0,0,367,
2017/4/4,19:00,3516,0,2255,870,,10,0,0,13,0,0,368,
2017/4/4,20:00,3440,0,2214,733,,10,0,0,14,0,0,469,
2017/4/4,21:00,3325,0,2115,585,,10,0,0,21,0,0,595,
2017/4/4,22:00,3297,0,2103,624,,10,0,0,24,0,0,537,
2017/4/4,23:00,3260,0,2043,634,,9,0,0,20,0,0,553,
2017/4/5,0:00,3185,0,1962,543,,9,0,0,19,0,0,652,
2017/4/5,1:00,3325,0,2068,562,,10,0,0,19,0,0,666,
2017/4/5,2:00,3559,0,2186,651,,10,0,0,23,0,0,690,
2017/4/5,3:00,3680,0,2206,770,,10,0,0,27,0,0,666,
2017/4/5,4:00,3689,0,2235,757,,10,0,0,31,0,0,656,
2017/4/5,5:00,3594,0,2128,770,,10,3,0,35,0,0,650,
2017/4/5,6:00,3503,0,2143,774,,10,40,0,30,0,0,507,
2017/4/5,7:00,3348,0,2102,632,,10,136,0,25,0,0,443,
2017/4/5,8:00,3460,0,2049,685,,10,269,0,24,0,0,424,
2017/4/5,9:00,3565,0,1988,719,,10,381,0,27,0,0,440,
2017/4/5,10:00,3531,0,1863,648,,9,443,0,35,0,0,533,
2017/4/5,11:00,3499,0,1614,765,,10,474,0,39,0,0,597,
2017/4/5,12:00,3233,0,1529,644,,10,421,0,38,0,0,591,
2017/4/5,13:00,3421,0,1867,803,,10,314,0,39,0,0,388,
2017/4/5,14:00,3432,0,2050,625,,10,224,0,43,0,0,481,
2017/4/5,15:00,3392,0,2118,633,,10,141,0,52,0,0,439,
2017/4/5,16:00,3419,0,2258,729,,10,60,0,56,0,0,306,
2017/4/5,17:00,3414,0,2219,780,,10,15,0,33,0,0,358,
2017/4/5,18:00,3469,0,2249,887,,10,1,0,27,0,0,296,
2017/4/5,19:00,3377,0,2143,866,,10,0,0,25,0,0,332,
2017/4/5,20:00,3229,0,2099,788,,10,0,0,9,0,0,323,
2017/4/5,21:00,3115,0,2044,698,,10,0,0,14,0,0,349,
2017/4/5,22:00,3058,0,1943,766,,9,0,0,20,0,0,320,
2017/4/5,23:00,3036,0,1853,752,,10,0,0,25,0,0,398,
2017/4/6,0:00,2977,0,1730,673,,10,0,0,30,0,0,535,
2017/4/6,1:00,3130,0,1751,685,,10,0,0,34,0,0,650,
2017/4/6,2:00,3341,0,1885,772,,10,0,0,37,0,0,637,
2017/4/6,3:00,3474,0,1912,868,,10,0,0,37,0,0,647,
2017/4/6,4:00,3490,0,1961,840,,10,0,0,33,0,0,646,
2017/4/6,5:00,3385,0,1826,871,,10,6,0,38,0,0,635,
2017/4/6,6:00,3270,0,1708,832,,10,52,0,37,0,0,633,
2017/4/6,7:00,3130,0,1601,742,,9,130,0,34,0,0,614,
2017/4/6,8:00,3335,0,1740,859,,10,161,0,35,0,0,531,
2017/4/6,9:00,3519,0,1918,915,,10,162,0,40,0,0,475,
2017/4/6,10:00,3553,0,2007,881,,9,160,0,46,0,0,450,
2017/4/6,11:00,3549,0,1972,897,,10,149,0,57,0,0,464,
2017/4/6,12:00,3302,0,1853,728,,10,133,0,85,0,0,493,
2017/4/6,13:00,3499,0,2011,954,,10,102,0,84,0,0,339,
2017/4/6,14:00,3523,0,2024,961,,10,51,0,82,0,0,395,
2017/4/6,15:00,3521,0,2090,925,,10,28,0,90,0,0,380,
2017/4/6,16:00,3564,0,2173,913,,10,15,0,89,0,0,363,
2017/4/6,17:00,3520,0,2091,997,,10,9,0,86,0,0,327,
2017/4/6,18:00,3523,0,2123,981,,10,1,0,85,0,0,324,
2017/4/6,19:00,3401,0,2052,940,,10,0,0,85,0,0,314,
2017/4/6,20:00,3267,0,1921,935,,10,0,0,82,0,0,319,
2017/4/6,21:00,3139,0,1692,877,,10,0,0,90,0,0,470,
2017/4/6,22:00,3089,0,1498,961,,9,0,0,109,0,0,512,
2017/4/6,23:00,3017,0,1430,1062,,10,0,0,109,0,0,406,
2017/4/7,0:00,2968,0,1421,992,,10,0,0,108,0,0,437,
2017/4/7,1:00,3090,0,1402,1015,,10,0,0,101,0,0,562,
2017/4/7,2:00,3318,0,1558,1045,,10,0,0,90,0,0,616,
2017/4/7,3:00,3412,0,1650,1061,,10,0,0,74,0,0,618,
2017/4/7,4:00,3435,0,1640,1141,,10,0,0,65,0,0,579,
2017/4/7,5:00,3305,0,1570,1172,,9,1,0,75,0,0,478,
2017/4/7,6:00,3199,0,1487,1118,,10,5,0,75,0,0,505,
2017/4/7,7:00,3159,0,1511,1127,,9,24,0,63,0,0,426,
2017/4/7,8:00,3422,0,1757,1207,,10,60,0,38,0,0,349,
2017/4/7,9:00,3613,0,1855,1222,,10,135,0,25,0,0,366,
2017/4/7,10:00,3603,0,1865,1225,,10,151,0,11,0,0,342,
2017/4/7,11:00,3564,0,1823,1271,,10,150,0,5,0,0,305,
2017/4/7,12:00,3303,0,1702,1130,,10,182,0,2,0,0,278,
2017/4/7,13:00,3495,0,1725,1231,,10,222,0,2,0,0,305,
2017/4/7,14:00,3480,0,1760,1246,,10,174,0,3,0,0,288,
2017/4/7,15:00,3436,0,1763,1266,,10,120,0,1,0,0,276,
2017/4/7,16:00,3432,0,1783,1289,,10,55,0,3,0,0,293,
2017/4/7,17:00,3380,0,1801,1277,,10,15,0,9,0,0,269,
2017/4/7,18:00,3400,0,1771,1293,,10,1,0,35,0,0,291,
2017/4/7,19:00,3296,0,1682,1323,,10,0,0,38,0,0,243,
2017/4/7,20:00,3172,0,1572,1246,,10,0,0,43,0,0,302,
2017/4/7,21:00,3055,0,1423,1214,,10,0,0,35,0,0,373,
2017/4/7,22:00,3021,0,1352,1211,,9,0,0,24,0,0,425,
2017/4/7,23:00,2988,0,1336,1226,,10,0,0,9,0,0,407,
2017/4/8,0:00,2896,0,1331,1201,,9,0,0,6,0,0,349,
2017/4/8,1:00,3012,0,1354,1219,,10,0,0,11,0,0,418,
2017/4/8,2:00,3222,0,1406,1211,,9,0,0,10,0,0,586,
2017/4/8,3:00,3328,0,1471,1284,,10,0,0,6,0,0,557,
2017/4/8,4:00,3298,0,1464,1265,,10,0,0,4,0,0,555,
2017/4/8,5:00,3127,0,1384,1257,,9,2,0,3,0,0,472,
2017/4/8,6:00,2922,0,1357,1205,,10,18,0,3,0,-59,389,
2017/4/8,7:00,2815,0,1328,1204,,9,57,0,4,0,-61,273,
2017/4/8,8:00,2850,0,1373,1210,,10,124,0,6,0,0,128,
2017/4/8,9:00,2921,0,1526,1191,,10,191,0,10,0,0,-7,
2017/4/8,10:00,2946,0,1501,1205,,9,225,0,10,0,0,-5,
2017/4/8,11:00,2961,0,1438,1228,,10,226,0,15,0,0,43,
2017/4/8,12:00,2842,0,1333,1226,,9,202,0,17,0,-38,93,
2017/4/8,13:00,2871,0,1322,1237,,10,256,0,12,0,0,34,
2017/4/8,14:00,2850,0,1307,1240,,10,218,0,13,0,0,62,
2017/4/8,15:00,2767,0,1286,1231,,9,147,0,12,0,0,82,
2017/4/8,16:00,2782,0,1268,1256,,10,84,0,10,0,0,154,
2017/4/8,17:00,2819,0,1329,1323,,9,35,0,20,0,0,103,
2017/4/8,18:00,2948,0,1313,1471,,10,2,0,16,0,0,138,
2017/4/8,19:00,2918,0,1272,1430,,10,0,0,7,0,0,200,
2017/4/8,20:00,2853,0,1275,1403,,9,0,0,2,0,0,164,
2017/4/8,21:00,2728,0,1319,1418,,10,0,0,1,0,0,-20,
2017/4/8,22:00,2636,0,1224,1416,,9,0,0,2,0,0,-15,
2017/4/8,23:00,2608,0,1215,1410,,10,0,0,6,0,-60,28,
2017/4/9,0:00,2557,0,1204,1406,,9,0,0,4,0,-123,57,
2017/4/9,1:00,2630,0,1247,1414,,10,0,0,5,0,-123,77,
2017/4/9,2:00,2893,0,1355,1465,,9,0,0,12,0,0,52,
2017/4/9,3:00,2981,0,1461,1430,,10,0,0,16,0,0,65,
2017/4/9,4:00,2950,0,1366,1458,,10,0,0,15,0,0,101,
2017/4/9,5:00,2841,0,1301,1475,,9,1,0,9,0,0,46,
2017/4/9,6:00,2609,0,1167,1408,,10,5,0,10,0,0,9,
2017/4/9,7:00,2526,0,1062,1432,,9,17,0,7,0,0,0,
2017/4/9,8:00,2604,0,1019,1545,,10,34,0,13,0,0,-16,
2017/4/9,9:00,2722,0,1131,1565,,10,51,0,12,0,0,-47,
2017/4/9,10:00,2724,0,1213,1454,,9,85,0,18,0,0,-56,
2017/4/9,11:00,2705,0,1242,1324,,10,133,0,24,0,0,-27,
2017/4/9,12:00,2696,0,1246,1382,,9,93,0,33,0,0,-67,
2017/4/9,13:00,2680,0,1247,1360,,10,113,0,23,0,0,-73,
2017/4/9,14:00,2679,0,1154,1484,,10,73,0,27,0,0,-68,
2017/4/9,15:00,2681,0,1211,1398,,9,51,0,33,0,0,-20,
2017/4/9,16:00,2742,0,1371,1324,,10,26,0,30,0,0,-19,
2017/4/9,17:00,2905,0,1399,1441,,9,10,0,31,0,0,14,
2017/4/9,18:00,3043,0,1428,1559,,10,1,0,35,0,0,11,
2017/4/9,19:00,3045,0,1464,1588,,10,0,0,37,0,0,-54,
2017/4/9,20:00,2954,0,1430,1476,,9,0,0,33,0,0,6,
2017/4/9,21:00,2848,0,1429,1439,,10,0,0,27,0,0,-56,
2017/4/9,22:00,2812,0,1465,1299,,9,0,0,26,0,0,13,
2017/4/9,23:00,2757,0,1391,1351,,10,0,0,23,0,0,-18,
2017/4/10,0:00,2733,0,1287,1364,,9,0,0,22,0,0,51,
2017/4/10,1:00,2878,0,1319,1450,,10,0,0,20,0,0,81,
2017/4/10,2:00,3084,0,1356,1526,,9,0,0,15,0,0,178,
2017/4/10,3:00,3242,0,1376,1581,,10,0,0,14,0,0,262,
2017/4/10,4:00,3294,0,1405,1591,,10,0,0,16,0,0,272,
2017/4/10,5:00,3263,0,1472,1485,,9,4,0,19,0,0,274,
2017/4/10,6:00,3267,0,1538,1411,,10,43,0,25,0,0,241,
2017/4/10,7:00,3187,0,1627,1343,,9,120,0,20,0,0,67,
2017/4/10,8:00,3406,0,1777,1379,,10,227,0,27,0,0,-14,
2017/4/10,9:00,3525,0,1747,1428,,10,359,0,31,0,0,-50,
2017/4/10,10:00,3517,0,1619,1466,,9,475,0,26,0,0,-78,
2017/4/10,11:00,3497,0,1500,1520,,10,514,0,25,0,0,-72,
2017/4/10,12:00,3256,0,1439,1322,,9,498,0,34,0,0,-47,
2017/4/10,13:00,3413,0,1557,1431,,10,444,0,29,0,0,-57,
2017/4/10,14:00,3414,0,1692,1420,,10,333,0,30,0,0,-70,
2017/4/10,15:00,3376,0,1714,1406,,10,250,0,36,0,0,-39,
2017/4/10,16:00,3407,0,1713,1547,,9,157,0,45,0,0,-65,
2017/4/10,17:00,3385,0,1713,1610,,9,55,0,55,0,0,-57,
2017/4/10,18:00,3513,0,1722,1767,,10,3,0,66,0,0,-53,
2017/4/10,19:00,3470,0,1713,1723,,10,0,0,73,0,0,-49,
2017/4/10,20:00,3391,0,1719,1643,,10,0,0,80,0,0,-60,
2017/4/10,21:00,3252,0,1719,1489,,10,0,0,79,0,0,-45,
2017/4/10,22:00,3213,0,1642,1427,,10,0,0,79,0,0,56,
2017/4/10,23:00,3168,0,1549,1444,,10,0,0,78,0,0,86,
2017/4/11,0:00,3066,0,1550,1330,,10,0,0,67,0,0,111,
2017/4/11,1:00,3178,0,1633,1364,,10,0,0,53,0,0,118,
2017/4/11,2:00,3390,0,1705,1512,,9,0,0,48,0,0,115,
2017/4/11,3:00,3527,0,1752,1612,,10,0,0,43,0,0,110,
2017/4/11,4:00,3514,0,1791,1584,,10,0,0,42,0,0,88,
2017/4/11,5:00,3457,0,1833,1461,,10,2,0,41,0,0,111,
2017/4/11,6:00,3389,0,1855,1379,,10,11,0,31,0,0,102,
2017/4/11,7:00,3362,0,1887,1363,,9,26,0,22,0,0,55,
2017/4/11,8:00,3622,0,2066,1577,,10,41,0,22,0,0,-94,
2017/4/11,9:00,3848,0,2154,1808,,10,46,0,5,0,0,-175,
2017/4/11,10:00,3865,0,2217,1834,,9,53,0,4,0,0,-252,
2017/4/11,11:00,3841,0,2214,1699,,10,83,0,17,0,0,-181,
2017/4/11,12:00,3596,0,2216,1354,,10,77,0,18,0,0,-78,
2017/4/11,13:00,3820,0,2285,1556,,10,60,0,18,0,0,-108,
2017/4/11,14:00,3845,0,2350,1655,,10,37,0,13,0,0,-220,
2017/4/11,15:00,3831,0,2363,1652,,10,22,0,9,0,0,-225,
2017/4/11,16:00,3862,0,2365,1659,,10,13,0,6,0,0,-190,
2017/4/11,17:00,3796,0,2369,1490,,10,7,0,1,0,0,-81,
2017/4/11,18:00,3788,0,2438,1407,,10,1,0,2,0,0,-69,
2017/4/11,19:00,3648,0,2335,1346,,10,0,0,11,0,0,-54,
2017/4/11,20:00,3522,0,2132,1337,,10,0,0,16,0,0,28,
2017/4/11,21:00,3380,0,1964,1297,,10,0,0,13,0,0,96,
2017/4/11,22:00,3304,0,1859,1308,,9,0,0,15,0,0,112,
2017/4/11,23:00,3248,0,1843,1308,,10,0,0,15,0,0,73,
2017/4/12,0:00,3125,0,1687,1313,,9,0,0,24,0,0,92,
2017/4/12,1:00,3237,0,1709,1392,,10,0,0,35,0,0,92,
2017/4/12,2:00,3441,0,1817,1509,,9,0,0,63,0,0,42,
2017/4/12,3:00,3541,0,1878,1631,,10,0,0,49,0,0,-27,
2017/4/12,4:00,3554,0,1847,1646,,10,0,0,53,0,0,-2,
2017/4/12,5:00,3473,0,1806,1520,,9,1,0,56,0,0,81,
2017/4/12,6:00,3407,0,1741,1491,,10,11,0,72,0,0,83,
2017/4/12,7:00,3399,0,1747,1445,,9,22,0,77,0,0,99,
2017/4/12,8:00,3645,0,1795,1596,,10,62,0,71,0,0,112,
2017/4/12,9:00,3818,0,1868,1743,,10,133,0,51,0,0,14,
2017/4/12,10:00,3818,0,1920,1523,,9,245,0,44,0,0,77,
2017/4/12,11:00,3750,0,1833,1451,,10,366,0,32,0,0,59,
2017/4/12,12:00,3417,0,1703,1383,,10,356,0,28,0,0,-61,
2017/4/12,13:00,3587,0,1773,1383,,10,369,0,33,0,0,19,
2017/4/12,14:00,3545,0,1698,1362,,10,309,0,33,0,0,134,
2017/4/12,15:00,3505,0,1788,1341,,10,225,0,30,0,0,112,
2017/4/12,16:00,3533,0,1882,1427,,10,164,0,23,0,0,28,
2017/4/12,17:00,3519,0,1938,1646,,10,53,0,13,0,0,-140,
2017/4/12,18:00,3639,0,1970,1866,,10,3,0,4,0,0,-214,
2017/4/12,19:00,3608,0,1972,1786,,10,0,0,1,0,0,-161,
2017/4/12,20:00,3552,0,1979,1624,,10,0,0,0,0,0,-60,
2017/4/12,21:00,3414,0,1868,1456,,10,0,0,0,0,0,80,
2017/4/12,22:00,3379,0,1849,1393,,9,0,0,0,0,0,128,
2017/4/12,23:00,3359,0,1791,1431,,9,0,0,1,0,0,127,
2017/4/13,0:00,3274,0,1772,1356,,9,0,0,2,0,0,134,
2017/4/13,1:00,3421,0,1866,1392,,10,0,0,7,0,0,147,
2017/4/13,2:00,3602,0,1958,1509,,9,0,0,12,0,0,114,
2017/4/13,3:00,3705,0,2054,1600,,10,0,0,10,0,0,32,
2017/4/13,4:00,3705,0,2018,1657,,10,0,0,9,0,0,11,
2017/4/13,5:00,3644,0,1984,1608,,9,4,0,9,0,0,29,
2017/4/13,6:00,3654,0,2012,1490,,10,39,0,14,0,0,90,
2017/4/13,7:00,3596,0,1908,1474,,9,91,0,9,0,0,105,
2017/4/13,8:00,3733,0,1931,1523,,10,134,0,14,0,0,123,
2017/4/13,9:00,3856,0,1856,1722,,10,201,0,13,0,0,54,
2017/4/13,10:00,3818,0,1823,1669,,9,323,0,11,0,0,-17,
2017/4/13,11:00,3767,0,1633,1672,,9,422,0,9,0,0,21,
2017/4/13,12:00,3483,0,1570,1427,,10,481,0,6,0,0,-10,
2017/4/13,13:00,3569,0,1646,1465,,10,442,0,3,0,0,3,
2017/4/13,14:00,3533,0,1635,1472,,10,406,0,3,0,0,7,
2017/4/13,15:00,3479,0,1717,1429,,10,299,0,5,0,0,20,
2017/4/13,16:00,3496,0,1877,1565,,10,181,0,7,0,0,-144,
2017/4/13,17:00,3487,0,1903,1627,,10,60,0,7,0,0,-119,
2017/4/13,18:00,3607,0,1970,1807,,10,3,0,12,0,0,-194,
2017/4/13,19:00,3587,0,1966,1805,,10,0,0,19,0,0,-214,
2017/4/13,20:00,3502,0,1900,1741,,10,0,0,23,0,0,-172,
2017/4/13,21:00,3388,0,1894,1464,,10,0,0,27,0,0,-6,
2017/4/13,22:00,3323,0,1847,1340,,9,0,0,36,0,0,90,
2017/4/13,23:00,3277,0,1818,1305,,10,0,0,45,0,0,100,
2017/4/14,0:00,3169,0,1727,1298,,9,0,0,52,0,0,83,
2017/4/14,1:00,3308,0,1781,1341,,10,0,0,64,0,0,112,
2017/4/14,2:00,3487,0,1865,1429,,9,0,0,65,0,0,119,
2017/4/14,3:00,3598,0,1907,1525,,10,0,0,58,0,0,99,
2017/4/14,4:00,3577,0,1740,1674,,10,0,0,58,0,0,96,
2017/4/14,5:00,3535,0,1658,1715,,9,5,0,61,0,0,87,
2017/4/14,6:00,3479,0,1600,1645,,10,53,0,66,0,0,105,
2017/4/14,7:00,3339,0,1556,1466,,9,152,0,80,0,0,76,
2017/4/14,8:00,3397,0,1463,1564,,10,274,0,83,0,0,4,
2017/4/14,9:00,3489,0,1429,1544,,9,388,0,91,0,0,27,
2017/4/14,10:00,3467,0,1425,1436,,9,470,0,92,0,0,34,
2017/4/14,11:00,3458,0,1412,1425,,9,506,0,77,0,0,29,
2017/4/14,12:00,3225,0,1360,1309,,9,507,0,76,0,0,-36,
2017/4/14,13:00,3390,0,1381,1460,,10,454,0,78,0,0,8,
2017/4/14,14:00,3390,0,1473,1517,,10,354,0,74,0,0,-38,
2017/4/14,15:00,3354,0,1623,1410,,9,248,0,63,0,0,0,
2017/4/14,16:00,3362,0,1706,1444,,10,163,0,43,0,0,-4,
2017/4/14,17:00,3312,0,1696,1530,,10,54,0,36,0,0,-13,
2017/4/14,18:00,3352,0,1712,1745,,10,2,0,41,0,0,-158,
2017/4/14,19:00,3307,0,1640,1739,,10,0,0,38,0,0,-119,
2017/4/14,20:00,3182,0,1583,1647,,9,0,0,32,0,0,-89,
2017/4/14,21:00,3065,0,1559,1500,,10,0,0,43,0,0,-47,
2017/4/14,22:00,3061,0,1522,1371,,9,0,0,58,0,0,101,
2017/4/14,23:00,2999,0,1440,1381,,10,0,0,71,0,0,97,
2017/4/15,0:00,2887,0,1380,1404,,9,0,0,72,0,0,22,
2017/4/15,1:00,2996,0,1368,1536,,10,0,0,62,0,0,20,
2017/4/15,2:00,3208,0,1351,1697,,9,0,0,77,0,0,74,
2017/4/15,3:00,3289,0,1357,1754,,10,0,0,104,0,0,64,
2017/4/15,4:00,3273,0,1359,1747,,9,0,0,93,0,0,65,
2017/4/15,5:00,3092,0,1360,1554,,9,4,0,96,0,0,68,
2017/4/15,6:00,2928,0,1283,1451,,10,24,0,72,0,0,89,
2017/4/15,7:00,2838,0,1141,1455,,9,57,0,74,0,0,103,
2017/4/15,8:00,2950,0,1174,1547,,10,96,0,85,0,0,40,
2017/4/15,9:00,3093,0,1459,1466,,9,102,0,104,0,0,-47,
2017/4/15,10:00,3119,0,1555,1405,,9,90,0,78,0,0,-18,
2017/4/15,11:00,3106,0,1552,1410,,10,95,0,86,0,0,-48,
2017/4/15,12:00,2958,0,1464,1285,,10,151,0,94,0,0,-45,
2017/4/15,13:00,3005,0,1435,1331,,10,185,0,93,0,0,-48,
2017/4/15,14:00,2970,0,1392,1227,,9,252,0,94,0,0,-4,
2017/4/15,15:00,2897,0,1363,1202,,9,220,0,92,0,0,10,
2017/4/15,16:00,2898,0,1318,1263,,9,153,0,83,0,0,72,
2017/4/15,17:00,2871,0,1358,1362,,10,54,0,74,0,0,13,
2017/4/15,18:00,2958,0,1372,1537,,10,3,0,65,0,0,-28,
2017/4/15,19:00,2976,0,1339,1592,,10,0,0,61,0,0,-26,
2017/4/15,20:00,2907,0,1299,1546,,9,0,0,69,0,0,-15,
2017/4/15,21:00,2778,0,1294,1396,,10,0,0,67,0,0,12,
2017/4/15,22:00,2709,0,1263,1326,,9,0,0,70,0,0,41,
2017/4/15,23:00,2655,0,1253,1328,,10,0,0,77,0,0,-14,
2017/4/16,0:00,2604,0,1246,1372,,9,0,0,76,0,0,-99,
2017/4/16,1:00,2689,0,1248,1441,,10,0,0,71,0,0,-81,
